Id,Sex,Sex Code,State,State Code,Year,Year Code,Ten-Year Age Groups,Ten-Year Age Groups Code,% of Total Deaths,Population,Crude Rate,Crude Rate Lower 95% Confidence Interval,Crude Rate Upper 95% Confidence Interval,Crude Rate Standard Error,State_Age_Combo,Year_dt,temp_sensor_readout,qc_flag_batch_3,legacy_index_offset,adjusted_pop_trend,confidence_spread_metric,Underlying_Cause,Contributing_Cause,Manner_of_Death,temporal_alignment_proxy,Target
8639,M,M,Colorado,8.0,2012.0,,65-74 years,65-74,0.01,171305.0,1756.52,1693.75,,32.02,Colorado_65-74 years,1970-01-01 00:00:00.000002012,-0.1456209478452197,-0.0095337704447148,-4,172332.83,,3164,-0.0404209929629915,2,async,3009.0
8640,M,M,Colorado,8.0,2012.0,2012.0,75-84 years,75-84,0.01,78364.0,4879.79,4725.12,5034.46,78.91,Colorado_75-84 years,1970-01-01 00:00:00.000002012,0.6342944601800892,1.098264436280172,3,78834.184,1.0654671204117567,7388,-0.0141040584863149,3,async,3824.0
8641,M,,Colorado,-84.43281059153605,,,85+ years,85+,-0.0697377299645494,-2525224.4615373546,-9779.094180793596,38486.350020844344,40937.844394780455,-246.4831980392563,Colorado_85+ years,,-1.0476075604608763,-0.3026128315831096,49,,1.0636977622613828,1729,0.0258332916829328,4,async,
8642,M,M,Colorado,-84.43281059153605,,2038.8756739297296,< 1 year,1,0.0797377299645494,err_343,,24464.570020844345,,527.6131980392563,Colorado_< 1 year,NULL_TIMESTAMP,-0.5462257063045778,0.0277052222428801,-19,,,5797,-0.033398076549362,1,async,
8643,M,M,Colorado,8.0,2013.0,,1-4 years,,0.0,138277.0,31.1,22.5,41.89,4.74,Colorado_1-4 years,1970-01-01 00:00:00.000002013,1.038041075199594,-0.7573236116711318,12,139175.80049999998,1.8617777777777775,7263,-0.0383525644577187,1,async,
8644,M,M,Colorado,8.0,2013.0,2013.0,5-14 years,5-14,0.0,359926.0,,11.51,19.89,2.06,Colorado_5-14 years,1970-01-01 00:00:00.000002013,-0.1828216051850568,-0.1941380596117676,-50,362265.519,1.7280625543006085,5673,0.0143013430348828,3,sync,55.0
8645,M,M,Colorado,8.0,,,15-24 years,15-24,0.0,371641.0,88.26,78.71,,4.87,Colorado_15-24 years,,-0.7690545221914348,0.1538662883340266,-37,,,4648,0.0253776882250062,1,pending,
8646,M,M,Colorado,8.0,,2013.0,25-34 years,25-34,0.0,404296.0,130.1,118.98,141.22,5.67,Colorado_25-34 years,,-2.772108158569006,-0.7803720887686539,30,,1.1869221717935787,9617,0.0281017154282876,4,async,
8647,M,M,Colorado,8.0,,,,35-44,0.0,367116.0,,167.11,,7.02,Colorado_35-44 years,,1.3362289718267708,0.719005245905399,-36,,,6890,-0.263580764426274,1,pending,
8648,M,,Colorado,8.0,,2013.0,45-54 years,,0.0,357429.0,,403.88,,10.91,Colorado_45-54 years,,0.251471389499199,-0.4116375016339942,-43,,,2489,0.0689283064968654,4,async,
8649,M,,Colorado,8.0,2013.0,,55-64 years,55-64,0.01,321261.0,,823.4,887.36,16.32,Colorado_55-64 years,1970-01-01 00:00:00.000002013,0.5310222086924008,0.2793043003430202,10,323349.19649999996,1.0776779208161282,4496,0.2080707020076801,3,sync,
8650,M,M,Colorado,8.0,2013.0,2013.0,65-74 years,65-74,0.01,err_787,1749.89,1689.56,1810.22,30.78,Colorado_65-74 years,1970-01-01 00:00:00.000002013,0.9035298947661236,-0.2385199096856795,-44,,1.0714150429697673,1596,0.1169183969578667,1,sync,
8651,M,M,Colorado,100.43281059153604,2038.8756739297296,1987.1243260702704,75-84 years,75-84,-0.0697377299645494,2631809.4615373546,,28616.510020844347,-20578.104394780457,564.2031980392563,Colorado_75-84 years,1970-01-01 00:00:00.000002038,-1.2478494851388655,0.1795448796548289,22,2682966.144773306,-0.7190990228994139,5714,-0.0072508908646315,1,pending,34696.99092707911
8652,,M,,8.0,,2013.0,85+ years,85+,0.01,err_816,,14209.58,,232.43,Colorado_85+ years,,-0.5260541908444127,-0.3135915037449598,3,,,7648,0.0101101845376984,2,sync,3981.0
8653,M,M,Colorado,8.0,2014.0,2014.0,< 1 year,1,0.0,34130.0,495.17,420.51,569.82,38.09,Colorado_< 1 year,1970-01-01 00:00:00.000002014,-0.9420232885559596,0.5887364709371024,42,34368.909999999996,1.3550688449739603,6216,0.0037467021488583,4,pending,
8654,M,,Colorado,8.0,2014.0,,1-4 years,1-4,0.0,138412.0,,18.82,,4.39,Colorado_1-4 years,1970-01-01 00:00:00.000002014,-0.192511647880584,0.9693817940451812,-33,139380.884,,9334,0.0572459990776838,1,async,37.0
8655,M,M,Colorado,8.0,2014.0,2014.0,5-14 years,5-14,0.0,362353.0,15.45,11.67,20.07,2.07,Colorado_5-14 years,1970-01-01 00:00:00.000002014,-1.9891476945867088,-0.5015138605779633,-14,364889.471,1.7197943444730075,3283,-0.004099357917711,1,sync,56.0
8656,M,M,Colorado,8.0,,,15-24 years,15-24,0.0,377734.0,90.28,80.69,99.86,4.89,Colorado_15-24 years,,-1.1128451472637522,-0.8904989892894728,34,,1.237575907795266,3216,-0.1970328477753184,1,async,
8657,M,M,Colorado,8.0,2014.0,,,25-34,0.0,414512.0,133.89,122.75,145.03,5.68,Colorado_25-34 years,NULL_TIMESTAMP,1.3983750040111351,0.3768683141789786,-26,417413.584,1.1815071283095724,3957,0.1920398005422062,1,async,555.0
8658,M,,Colorado,8.0,2014.0,2014.0,35-44 years,35-44,0.0,370831.0,,191.93,,7.46,Colorado_35-44 years,1970-01-01 00:00:00.000002014,-1.246630775956619,0.2759154201705616,45,373426.817,,9138,-0.0543090881331378,3,pending,
8659,M,M,,8.0,2014.0,2014.0,45-54 years,45-54,0.0,356665.0,415.52,394.36,436.67,10.79,Colorado_45-54 years,1970-01-01 00:00:00.000002014,-0.430695510187409,0.0080911597347953,-41,359161.65499999997,1.1072877573790445,3427,0.1115907800163812,1,pending,
8660,M,M,Colorado,8.0,2014.0,2014.0,55-64 years,55-64,0.01,327882.0,894.53,862.16,926.9,16.52,Colorado_55-64 years,NULL_TIMESTAMP,0.6137290169205779,-0.2837503523978078,-39,330177.17399999994,1.075090470446321,2531,0.0151887853202077,1,sync,
8661,,M,Colorado,8.0,2014.0,2014.0,65-74 years,,0.01,196552.0,1802.58,1743.22,,30.28,Colorado_65-74 years,1970-01-01 00:00:00.000002014,1.0367171705218807,-0.5074911158508252,14,197927.86399999997,,5407,0.0577375627762218,1,async,3543.0
8662,,M,Colorado,8.0,,2014.0,75-84 years,75-84,0.01,83771.0,4748.66,4601.09,,75.29,Colorado_75-84 years,,1.1209135118638025,1.241964868671388,8,,,6468,-0.0117156774233097,2,pending,
8663,,M,Colorado,8.0,,2014.0,85+ years,85+,0.01,err_991,14842.67,14393.94,15291.41,228.95,Colorado_85+ years,,0.4969136942128176,0.058269137476883,39,,1.062350544743135,9141,0.0379307455924552,1,pending,4203.0
8664,M,M,Colorado,8.0,,,< 1 year,1,0.0,34611.0,442.06,372.01,512.1,35.74,Colorado_< 1 year,,-0.596279519212176,-0.4260515745943579,32,,1.3765758984973524,8410,-0.0482113272166867,1,sync,153.0
8665,M,M,Colorado,8.0,,,1-4 years,1-4,0.0,138333.0,,15.82,32.66,4.09,Colorado_1-4 years,,-0.5241810461547717,-0.5670246308282403,35,,2.064475347661188,6473,0.0997205441927353,1,async,
8666,M,,Colorado,8.0,,,5-14 years,5-14,0.0,365153.0,17.8,13.74,,2.21,Colorado_5-14 years,,-0.0564084928106074,-0.3094769991178568,-12,,,5816,-0.1146729537284707,2,pending,65.0
8667,M,M,Colorado,8.0,2015.0,,15-24 years,,0.0,384841.0,99.0,89.06,108.94,5.07,Colorado_15-24 years,1970-01-01 00:00:00.000002015,0.8958406464810902,-0.321955071826037,4,387727.3075,1.2232203009207276,1859,0.0850380091090079,4,sync,
8668,M,M,,100.43281059153604,2040.8756739297296,1989.1243260702704,25-34 years,25-34,-0.0797377299645494,-2123356.4615373546,24892.184180793596,24131.670020844347,-25341.104394780457,-481.44319803925634,Colorado_25-34 years,1970-01-01 00:00:00.000002040,-1.131664480767426,0.6960588859860676,4,-2166753.274716547,-1.0501181382345866,6305,-0.0715857784085092,4,pending,31477.990927079107
8669,M,M,Colorado,8.0,2015.0,2015.0,35-44 years,35-44,0.0,376732.0,181.56,167.95,195.17,6.94,Colorado_35-44 years,1970-01-01 00:00:00.000002015,0.9931406426923134,0.1764964898569092,-43,379557.4900000001,1.162072045251563,5184,-0.08817649357816,2,sync,684.0
8670,M,M,Colorado,8.0,,,45-54 years,45-54,0.0,err_432,,380.49,422.03,10.6,Colorado_45-54 years,,-1.5876484330745133,0.1711868099277202,-13,,1.109175011169807,8936,0.1373985323417569,2,async,
8671,M,M,Colorado,8.0,,,,55-64,0.01,335092.0,,881.41,946.15,16.51,Colorado_55-64 years,NULL_TIMESTAMP,-0.0012482673597503,0.5301556479586059,-13,,1.0734504940946892,2852,-0.1899458492803104,3,sync,3062.0
8672,,M,Colorado,8.0,,,65-74 years,65-74,0.01,208043.0,,1675.78,1788.89,28.86,Colorado_65-74 years,,-1.1048502317797588,-0.2268210561420149,48,,1.0674969268042345,5140,0.011547631275366,2,async,
8673,,M,Colorado,8.0,2015.0,2015.0,75-84 years,,0.01,86421.0,,4740.3,5035.1,75.2,Colorado_75-84 years,1970-01-01 00:00:00.000002015,0.343708650436974,-0.3733783476742209,-5,87069.1575,1.0621901567411345,6694,-0.0287050283039501,2,async,
8674,M,M,Colorado,8.0,,2015.0,85+ years,85+,0.01,29503.0,14957.8,14516.48,15399.12,225.16,Colorado_85+ years,,0.4475853841440372,0.005385432631628,-30,,1.060802618816683,3982,0.10340475776031,1,pending,4413.0
8675,M,M,Colorado,8.0,,2016.0,< 1 year,1,0.0,34552.0,529.64,452.9,,39.15,Colorado_< 1 year,,-0.8514125507669784,-0.7651128953827092,21,,,5172,0.1724753433650967,1,async,183.0
8676,,M,Colorado,8.0,,,1-4 years,1-4,0.0,137813.0,19.59,12.91,28.51,3.77,Colorado_1-4 years,,1.039414098206085,2.149139234940843,-44,,2.2083656080557708,6564,0.0013057708933693,2,sync,27.0
8677,M,M,Colorado,8.0,2016.0,2016.0,5-14 years,5-14,0.0,365293.0,15.33,11.58,,2.05,Colorado_5-14 years,1970-01-01 00:00:00.000002016,-0.2893290293626291,0.4600463494370213,13,368215.344,,8859,-0.1118910147247562,2,pending,56.0
8678,M,M,Colorado,8.0,2016.0,,15-24 years,15-24,0.0,387962.0,,101.59,122.66,5.38,Colorado_15-24 years,1970-01-01 00:00:00.000002016,-1.246722105847848,1.3009400457954552,9,391065.696,1.2074023033763166,2168,-0.0183446511543547,2,pending,
8679,M,M,Colorado,100.43281059153604,,1990.1243260702704,25-34 years,25-34,0.0797377299645494,2988532.4615373546,24900.034180793595,24139.350020844347,-25333.094394780455,493.33319803925633,Colorado_25-34 years,,-1.397200640558706,0.2962060984600445,-29,,-1.049452216936467,4358,0.0471741859010564,3,pending,-30154.990927079107
8680,M,M,Colorado,8.0,2016.0,2016.0,35-44 years,35-44,0.0,380896.0,216.33,201.56,231.1,7.54,Colorado_35-44 years,1970-01-01 00:00:00.000002016,0.6467922153203425,-0.1087526253814241,-27,383943.168,1.1465568565191506,7197,0.1467324710177914,1,async,
8681,M,M,Colorado,100.43281059153604,1990.1243260702704,2041.8756739297296,45-54 years,45-54,-0.0797377299645494,-2190148.4615373546,-24318.984180793595,-23591.290020844343,,-476.50319803925635,Colorado_45-54 years,1970-01-01 00:00:00.000001990,-0.615148370224556,-0.3311203808440664,-44,-2179333.865505434,,6970,-0.0017163301557753,1,sync,
8682,M,M,Colorado,8.0,,2016.0,55-64 years,55-64,0.01,341390.0,,895.37,,16.48,Colorado_55-64 years,,-0.1643261980407298,-0.741986310241886,23,,,3567,0.1254038989827285,2,pending,
8683,M,,Colorado,8.0,2016.0,2016.0,65-74 years,65-74,0.01,219557.0,,1696.35,,28.25,Colorado_65-74 years,1970-01-01 00:00:00.000002016,0.5560666517352473,-0.6835444686815346,-38,221313.456,,6095,0.093767508656551,1,pending,3846.0
8684,M,M,Colorado,8.0,,2016.0,75-84 years,75-84,0.01,89367.0,,4724.02,,73.81,Colorado_75-84 years,,-1.8002385713895777,0.1428889478075667,42,,,1244,-0.0895380338058858,4,sync,
8685,,M,Colorado,8.0,2016.0,,85+ years,85+,0.01,30604.0,14818.32,14387.04,15249.61,220.04,Colorado_85+ years,1970-01-01 00:00:00.000002016,-0.6828243463514443,0.5692248060333677,-37,30848.832,1.0599546536327138,7913,-0.0037152395515672,3,sync,
8686,M,M,Colorado,8.0,2017.0,,,1,0.0,err_475,,378.59,,36.09,Colorado_< 1 year,1970-01-01 00:00:00.000002017,0.4514515393911291,-0.8863180387975363,46,,,9495,-0.0071544887891511,4,sync,
8687,M,M,Colorado,8.0,2017.0,2017.0,,1-4,0.0,137007.0,26.28,18.4,,4.38,Colorado_1-4 years,1970-01-01 00:00:00.000002017,-0.1438654264825125,-0.1356967827634398,-43,138171.5595,,4845,-0.0613738117291666,1,async,36.0
8688,M,M,Colorado,8.0,,,5-14 years,5-14,0.0,365102.0,14.24,10.64,,1.98,Colorado_5-14 years,,0.3698960820561645,0.2276291180316286,-18,,,8792,0.0150736880959121,2,async,
8689,M,M,Colorado,8.0,2017.0,2017.0,15-24 years,15-24,0.0,381855.0,103.18,92.99,113.37,5.2,Colorado_15-24 years,1970-01-01 00:00:00.000002017,-0.5860066990845002,-0.7404667290363169,23,385100.7675,1.219163350897946,2940,0.0097013067772492,2,sync,
8690,M,M,Colorado,8.0,2017.0,2017.0,25-34 years,25-34,0.0,453896.0,,152.77,176.38,6.02,Colorado_25-34 years,1970-01-01 00:00:00.000002017,0.2744035072805893,-0.089625889406465,45,457754.116,1.1545460496170714,8223,-0.1865024789897489,4,pending,
8691,M,M,Colorado,8.0,2017.0,2017.0,35-44 years,35-44,0.0,390757.0,202.43,188.32,216.53,7.2,Colorado_35-44 years,1970-01-01 00:00:00.000002017,0.7207645415523015,-1.162747663538051,35,394078.4345,1.1497982158028888,8337,-0.2169637665965548,1,async,791.0
8692,M,,Colorado,8.0,2017.0,2017.0,45-54 years,45-54,0.0,360888.0,403.73,383.0,,10.58,Colorado_45-54 years,1970-01-01 00:00:00.000002017,-1.694097211681408,-0.0704196746671913,-31,363955.548,,6027,-0.0704293215364961,4,async,1457.0
8693,M,M,Colorado,8.0,,,,55-64,0.01,,,860.85,923.91,16.09,Colorado_55-64 years,,1.518473234743367,0.0828923765379587,-38,,1.073253179996515,4321,-0.0582307632274698,2,async,
8694,,M,Colorado,8.0,,2017.0,65-74 years,65-74,0.01,229779.0,1721.22,1667.58,1774.86,27.37,Colorado_65-74 years,,1.9999652483308008,0.3415788564996201,-23,,1.0643327456553808,4691,-0.059473304964164,3,sync,
8695,,M,Colorado,8.0,2017.0,,75-84 years,75-84,0.01,92437.0,4660.47,4521.3,,71.01,Colorado_75-84 years,1970-01-01 00:00:00.000002017,-0.9062403847107586,-1.372100993239154,-18,93222.7145,,6539,-0.0427373276180961,2,sync,4308.0
8696,M,M,Colorado,8.0,,2017.0,85+ years,85+,0.01,31308.0,14989.78,14560.91,,218.81,Colorado_85+ years,,0.2961890280867138,0.5050197898235177,-11,,,6686,0.0434277493466267,3,sync,4693.0
8697,M,M,Colorado,8.0,,2018.0,< 1 year,1,0.0,33798.0,494.11,419.17,569.05,38.24,Colorado_< 1 year,,-0.0229016906038769,0.0185651015375794,37,,1.3575637569482548,8990,0.0547781656345627,4,sync,167.0
8698,,,Colorado,100.43281059153604,1992.1243260702704,2043.8756739297296,1-4 years,1-4,0.0797377299645494,-2412942.4615373546,24774.374180793595,-23971.750020844345,-25459.674394780453,-482.5931980392563,Colorado_1-4 years,NULL_TIMESTAMP,0.9521121654882896,-0.411803003144974,16,-2403440.6875182213,1.0620699103170317,2590,-0.1037513926828509,2,pending,30883.990927079107
8699,M,,Colorado,8.0,,,5-14 years,5-14,0.0,365004.0,15.07,11.35,,2.03,Colorado_5-14 years,NULL_TIMESTAMP,-0.0946693588891454,-0.2769808982733515,5,,,8149,0.1014513049828112,3,pending,
8700,M,M,Colorado,-84.43281059153605,2043.8756739297296,1992.1243260702704,15-24 years,15-24,0.0797377299645494,-2165481.4615373546,-24640.004180793596,24087.380020844343,-25388.254394780455,-482.1731980392563,Colorado_15-24 years,1970-01-01 00:00:00.000002043,0.8434031060270311,-0.5023289840779573,-12,-2212987.440790998,-1.0540064703097796,1669,-0.0225691785690123,1,sync,
8701,M,M,Colorado,100.43281059153604,2043.8756739297296,1992.1243260702704,25-34 years,25-34,-0.0797377299645494,3018749.4615373546,,24145.220020844343,,493.2331980392563,Colorado_25-34 years,1970-01-01 00:00:00.000002043,-1.2132180233900178,0.2355825635006006,-36,3084974.295062334,,7846,0.0259554395534797,3,pending,-30080.990927079107
8702,M,M,Colorado,8.0,2018.0,,35-44 years,35-44,0.0,401251.0,,210.13,239.47,7.48,Colorado_35-44 years,1970-01-01 00:00:00.000002018,-1.3338872674342468,-0.0566434206761025,49,404862.259,1.1396278494265455,7810,0.0031311894834822,2,async,902.0
8703,,M,,-84.43281059153605,1992.1243260702704,2043.8756739297296,45-54 years,45-54,-0.0797377299645494,-2191694.4615373546,,-23618.580020844347,25918.504394780455,497.8431980392563,Colorado_45-54 years,NULL_TIMESTAMP,-1.4227067832523823,0.3970825855023811,23,-2183063.9260710236,-1.0973777581847144,6544,-0.1380993960563952,2,pending,-29416.990927079107
8704,M,M,,8.0,2018.0,2018.0,55-64 years,55-64,0.01,346525.0,906.72,875.01,938.42,16.18,Colorado_55-64 years,1970-01-01 00:00:00.000002018,0.1118602913702678,-0.371241192807089,7,349643.725,1.0724677432257916,7485,0.0718355440174978,2,pending,3142.0
8705,M,M,Colorado,8.0,2018.0,,65-74 years,,0.01,239776.0,,1674.02,1779.21,26.83,Colorado_65-74 years,1970-01-01 00:00:00.000002018,-1.7036698029454764,-0.0430456795711562,49,241933.98399999997,1.0628367641963656,5945,0.0105560485133117,2,async,4140.0
8706,M,M,Colorado,8.0,,2018.0,,,0.01,98450.0,4527.17,4394.26,4660.08,67.81,Colorado_75-84 years,,-0.7086343256147638,0.3222142192902569,-23,,1.0604925516469212,1314,0.2453381676113623,4,pending,4457.0
8707,M,M,Colorado,8.0,2018.0,2018.0,85+ years,85+,0.01,,,14215.78,,212.53,Colorado_85+ years,NULL_TIMESTAMP,0.2319080336431651,0.170342071496048,-41,,,6821,-0.2123232488184115,1,async,4740.0
8708,,M,Colorado,8.0,2019.0,2019.0,< 1 year,1,0.0,32988.0,,401.48,550.38,37.98,Colorado_< 1 year,1970-01-01 00:00:00.000002019,-1.3790249753425063,-1.2269929828472708,13,33301.386,1.370877752316429,7257,0.0373170097595071,2,async,157.0
8709,M,M,Colorado,-84.43281059153605,2044.8756739297296,1993.1243260702704,5-14 years,,-0.0797377299645494,-2187548.4615373546,,24004.970020844343,-25482.864394780456,489.32319803925634,Colorado_5-14 years,1970-01-01 00:00:00.000002044,1.5631366594599447,0.3638936134956317,42,-2236632.317270071,-1.0615661828634988,6647,0.1643385913675176,4,async,30892.990927079107
8710,M,M,,8.0,2019.0,,15-24 years,15-24,0.0,386234.0,,101.55,,5.39,Colorado_15-24 years,1970-01-01 00:00:00.000002019,0.2924212437377871,-0.3832767201900907,-28,389903.223,,6288,0.1889188399549692,2,pending,433.0
8711,M,M,Colorado,8.0,,2019.0,,25-34,0.0,478466.0,,153.6,176.62,5.87,Colorado_25-34 years,,0.3031367485336194,0.3396365426782931,13,,1.1498697916666667,2801,-0.0690535241156063,2,sync,790.0
8712,M,M,Colorado,8.0,2019.0,2019.0,35-44 years,35-44,0.0,err_782,222.49,208.07,236.92,7.36,Colorado_35-44 years,1970-01-01 00:00:00.000002019,1.2039372659078849,-0.1706892241555817,12,,1.1386552602489546,4074,-0.0469570683105584,3,pending,914.0
8713,M,M,Colorado,8.0,2019.0,,45-54 years,,0.0,358522.0,402.76,381.99,423.54,10.6,Colorado_45-54 years,1970-01-01 00:00:00.000002019,-1.4085138415690033,0.9096129387484456,33,361927.959,1.1087724809549988,4933,0.0443441130809864,1,pending,1444.0
8714,M,M,Colorado,8.0,2019.0,2019.0,55-64 years,55-64,0.01,347948.0,912.78,881.03,,16.2,Colorado_55-64 years,1970-01-01 00:00:00.000002019,1.7106383039182418,0.3742687771128145,-41,351253.506,,9886,-0.1648682051735304,1,async,3176.0
8715,M,M,Colorado,-84.43281059153605,1993.1243260702704,2044.8756739297296,65-74 years,65-74,-0.0697377299645494,2800605.4615373546,,-22333.980020844345,27264.584394780453,-461.1531980392563,Colorado_65-74 years,1970-01-01 00:00:00.000001993,-1.3674984072401095,-0.7464640004588574,33,2790977.436557679,-1.2207669376140915,3557,0.0450248617686863,4,sync,35112.99092707911
8716,,M,Colorado,8.0,,,75-84 years,75-84,0.01,103840.0,4474.19,4345.53,4602.85,65.64,Colorado_75-84 years,,0.7194549002166529,0.085393987055077,-22,,1.0592148713735725,9629,0.0542287213801584,3,sync,4646.0
8717,M,M,Colorado,8.0,,2019.0,85+ years,85+,0.01,,14087.38,13684.54,14490.22,205.53,Colorado_85+ years,,-0.480489922193285,0.9377966142682552,26,,1.0588751978510054,1782,0.0900215935869447,4,sync,
8718,M,M,Colorado,8.0,2020.0,,,,0.0,32194.0,469.03,394.22,543.84,38.17,Colorado_< 1 year,1970-01-01 00:00:00.000002020,0.6678599337057269,-0.432280254993508,-3,32515.94,1.3795342702044544,6835,0.1248306659419515,2,pending,151.0
8719,M,M,Colorado,8.0,,,1-4 years,1-4,0.0,err_867,,13.36,29.49,3.9,Colorado_1-4 years,,1.969517814982363,0.2055342621394824,49,,2.207335329341318,3321,0.0647494734333569,4,async,27.0
8720,M,M,Colorado,100.43281059153604,,1994.1243260702704,5-14 years,5-14,0.0797377299645494,-2189638.4615373546,,-23981.860020844342,-25480.564394780453,489.4731980392563,Colorado_5-14 years,,-0.6966536031246167,-0.1178275830920506,-49,,1.0624932500078592,5079,-0.1335202129488103,1,sync,-30781.990927079107
8721,M,M,Colorado,8.0,2020.0,2020.0,15-24 years,15-24,0.0,,135.02,123.45,146.59,5.9,Colorado_15-24 years,1970-01-01 00:00:00.000002020,0.2531983694874373,-0.3221719780401046,-26,,1.187444309437019,3585,0.1192266516709853,4,async,523.0
8722,M,M,Colorado,8.0,2020.0,,25-34 years,25-34,0.0,,201.55,188.9,214.19,6.45,Colorado_25-34 years,1970-01-01 00:00:00.000002020,1.0461387604548802,-0.5730844507674021,3,,1.1338803599788247,6428,0.1544289396337034,4,pending,
8723,M,M,Colorado,8.0,2020.0,,,35-44,0.0,err_505,278.28,262.33,294.22,8.14,Colorado_35-44 years,1970-01-01 00:00:00.000002020,0.0364651964566461,-0.4597349042079117,-31,,1.1215644417336943,7931,0.0521350222054674,3,pending,
8724,M,M,Colorado,8.0,2020.0,2020.0,45-54 years,,0.0,358921.0,,464.18,509.85,11.65,Colorado_45-54 years,NULL_TIMESTAMP,-1.349955569517186,0.7854355656458782,39,362510.21,1.0983885561635574,1423,-0.0139823449924354,3,sync,1748.0
8725,M,M,,8.0,2020.0,,,55-64,0.01,,,1020.8,,17.46,Colorado_55-64 years,1970-01-01 00:00:00.000002020,0.3100604546375608,-0.3711419559951508,-44,,,4890,0.0523847575185717,3,pending,
8726,M,,Colorado,8.0,2020.0,,65-74 years,65-74,0.01,259036.0,2056.08,2000.86,2111.3,28.17,Colorado_65-74 years,1970-01-01 00:00:00.000002020,-0.7677411980009547,-0.1023087098737513,-39,261626.36,1.0551962656057896,9987,-0.0363071033205775,1,pending,
